ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=caccb1d9be6bc918,운영(Business Operation Management) 경력자,유명메신저회사 서울 성동구,,
https://kr.indeed.com/viewjob?jk=d319e2f1cf951024,서버 개발자,유명메신저회사 서울 강남구,,
https://kr.indeed.com/viewjob?jk=cdf617324298bb9d,저축은행 소비자금융 Data Science 팀,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=2cca42ee0951d4be,"Principal, Business Analysis (Coupang Ea...",Coupang 3.0 서울,,
https://kr.indeed.com/viewjob?jk=e0751dcb592aa9cc,ICT 서비스본부 디지털LAB,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=35cefd4d91c7b366,저축은행 앱마케팅팀,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=509e7ab10e54f962,디지털마케팅본부 수신상품 기획 및 전략수립 경력자,국내자본 저축은행 서울,,
https://kr.indeed.com/viewjob?jk=7376f377161ea4f2,저축은행 소비자금융본부 Data Science 팀,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=074bbbc1b7c4d596,저축은행 디지털마케팅본부 데이터분석 경력자,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=a58b91ab3d74f02d,저축은행 디지털 LAB,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=e58c6fe6fd87f03e,Operations Associate (운영팀원) - 한국,Beam 서울,,
https://kr.indeed.com/viewjob?jk=1622a08497f8c091,Data Scientist,에너지 거래소 및 에너지데이터 중개 서울,,
https://kr.indeed.com/viewjob?jk=0ab285258b1cb206,저축은행 앱마케팅팀 데이터분석,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=485b1cd148dc524a,Data Scientist,해외송금 전문업체 서울 강남구,,
https://kr.indeed.com/viewjob?jk=9cd311595b3e4bea,저축은행 소비자금융 Data Science,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=53ced11b1e0addce,저축은행 디지털뱅킹팀 데이터분석 경력,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=7772fd53bc80acde,Senior Business Analyst (Retail Program...,Coupang 3.0 서울,,
https://kr.indeed.com/viewjob?jk=33fbfcd01ae23602,시스템 프로그래머,에너지 거래소 및 에너지데이터 중개 서울,,
https://kr.indeed.com/viewjob?jk=51dcabafcf7a0bb0,저축은행 디지털뱅킹팀 데이터분석,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=43bf0c7e2b10e9b5,Operations Manager (운영팀장) - 한국,Beam 서울,,
https://kr.indeed.com/viewjob?jk=d24428ed26f0b058,디지털LAB 신기술파트,국내자본 저축은행 서울 구로구,,
https://kr.indeed.com/viewjob?jk=27352452ed0a0ea9,Senior Back-end Developer,Asiance 서울,,
https://kr.indeed.com/viewjob?jk=8af16ddc1e1a33b3,DevOps 엔지니어(과장~차장급),TV홈쇼핑 성남 판교역,,
https://kr.indeed.com/viewjob?jk=a2089ff8a19a429f,Fullstack SW개발자,신재생에너지 분야 솔루션기업 성남 판교역,,
https://kr.indeed.com/viewjob?jk=5c6723a17ad467f6,Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=4a426e3ffacd161c,이상탐지팀- 웹프로그래머,Nexon 성남 분당구,,
https://kr.indeed.com/viewjob?jk=05ce3c7d5c6c368c,Research Engineer - Machine Learning,AITRICS 서울,,
https://kr.indeed.com/viewjob?jk=37da5b148b2d3ef4,Senior Data Scientist - AWS Professional...,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=cb286253682cb876,[던전앤파이터] 클라이언트 툴 프로그래머,네오플 서울 강남구,,
https://kr.indeed.com/viewjob?jk=49bb83246aaaa60c,함께 성장할 S/W개발자 모집합니다.,주식회사 유락 전라북도 완주,"연봉 24,000,000원 - 26,000,000원",
https://kr.indeed.com/viewjob?jk=e787fde04b998e1a,이상탐지팀 - 서비스 개발자,Nexon 성남 분당구,,
https://kr.indeed.com/viewjob?jk=8624753c574a9d25,Lead Application Backend Developer – Mob...,BOEING 서울,,
https://kr.indeed.com/viewjob?jk=1f542078927eb1e4,Data Center Technician,Amzn Corporate Services Korea 서울,,
https://kr.indeed.com/viewjob?jk=d6c05c588971df5a,백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트 서울 충정로역,,
https://kr.indeed.com/viewjob?jk=6b92af73c4433b6f,OTC운용팀 파생/IT 퀀트 경력직,유안타증권 대한민국,,
https://kr.indeed.com/viewjob?jk=355aaafb557ef231,[기술기획] 기술기획 개발자,한국카카오은행 성남 분당구,,
https://kr.indeed.com/viewjob?jk=3292e81e43884c67,Web 개발(이커머스 파트)_PHP/CodeIgniter/Javascri...,버드뷰 서울 마포구,,
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,
https://kr.indeed.com/viewjob?jk=750977c97eeed4d5,랩오투원 신입/경력 개발자,유한책임회사랩오투원 부산,,
https://kr.indeed.com/viewjob?jk=cff15ad2ab33a542,AI Edge Board 개발자,하나비전테크 천안 동남구,"월급 2,000,000원",
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터 서울 역삼동,,
https://kr.indeed.com/viewjob?jk=9ec6ee8ffbdef537,Client Solutions Engineer,Cover Genius 서울,,
https://kr.indeed.com/viewjob?jk=8bda582040d41076,데이터분석 전문가 신입·경력·전문연구요원,베가스 서울 강남구,,
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=6d479593b544fa68,카카오 전체의 사용자 플랫폼 만들 서버개발자,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=bd1ad6ca3aba3000,데이터 엔지니어 / Data Engineer,Bagelcode 서울,,
https://kr.indeed.com/viewjob?jk=282b7f31b5737f09,(클라우드서비스)네트워크 개발자 모집,카카오엔터프라이즈 성남 삼평동,,
https://kr.indeed.com/viewjob?jk=d9a8d22b38653d34,[인재풀] Central Development Services,Electronic Arts 서울,,
https://kr.indeed.com/viewjob?jk=9437c9fdc6462773,Data & AI Technical Specialist,IBM 3.9 서울,,
https://kr.indeed.com/viewjob?jk=4a51996b0442a445,Sales Manager (Born in the Cloud),Hewlett Packard Enterprise 3.8 서울,,
https://kr.indeed.com/viewjob?jk=d952a2933cb8e330,제주근무] 영상처리 개발자,아이디어콘서트 제주 제주시,,
https://kr.indeed.com/viewjob?jk=de6034fa3ef850c8,EQUITY본부 경력직,KB증권 대한민국,,
https://kr.indeed.com/viewjob?jk=39834f5337a56072,Sr. Data Architect - Data Lakes & Analyt...,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=6c1d50662fa2d7f7,서울 강남구 인썸니아 시니어 개발자 및 퍼블리셔,인썸니아 서울 서초구,,
https://kr.indeed.com/viewjob?jk=80f1a9fe40a6c290,[Search & Clova] 파파고 Software Engineer 경...,네이버 대한민국,,
https://kr.indeed.com/viewjob?jk=6818259d27d3e86a,[반도체IP 기업] Video Codec - RTL Design/Veri...,커리어라임즈 서울,,
https://kr.indeed.com/viewjob?jk=22f37b921213afa9,INDEX/QUANT운용본부 신입사원,교보악사자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=af5683389907a8c9,백엔드 개발자 (경력),크로스앵글 서울 여의도,,
https://kr.indeed.com/viewjob?jk=c7c315d68ab45e13,TOIION 토이온 전산 인프라 운영 스탭,토이온 성남 수정구,,
https://kr.indeed.com/viewjob?jk=7bf30c81a0e59d82,AI팀(액티브 퀀트/인덱스 펀드) 사원·대리급,이스트스프링자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=d179e1efffe62b53,교보악사자산운용 주식운용본부 Growth팀 사원,교보악사자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=ff2f8c996186ab4d,Cloud Application Architect - Profession...,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=15d18b994f6d0347,AI/챗봇/머신러닝/딥러닝/자연어/프론트엔드,에이치앤티어세스 서울,,
https://kr.indeed.com/viewjob?jk=3ffc7a22768918e4,[해외취업] 게임 개발자 / 사원 40%가 외국국적 글로벌 근무환경,엘트리 대한민국,"연봉 35,000,000원 - 100,000,000원",
https://kr.indeed.com/viewjob?jk=30279163f8f6cba7,마케팅(전략기획)신입~경력,비스퀘어 부산 해운대구,"연봉 30,000,000원 - 35,000,000원",
https://kr.indeed.com/viewjob?jk=7c57fb8fc418e996,트레이딩본부 (신입),메리츠종합금융증권 대한민국,,
https://kr.indeed.com/viewjob?jk=b59aefbf5af2d7ea,Discovery ML Engineer,딜리버리히어로코리아 서울 서초동,,
https://kr.indeed.com/viewjob?jk=d0ae3cf7638734ac,데이터 사이언티스트 / Data Scientist,Bagelcode 서울,,
https://kr.indeed.com/viewjob?jk=a3bb896b96ab1c78,[공통기술부문] 침해대응 및 보안위협 분석 담당자,우아한 형제들 서울 송파구,,
https://kr.indeed.com/viewjob?jk=02b8ffe6f1af96d4,글로벌 여행 스타트업 Trazy - 백엔드 개발자,트레이지(Trazy) 서울 종로구,,
https://kr.indeed.com/viewjob?jk=f559ef213adb2602,퀀트운용본부 경력사원(수정),디비자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=70f513e9782febab,R&D 연구원 신입 정규직,스칼라웍스 서울 금천구,,
https://kr.indeed.com/viewjob?jk=2625bdacef9c5d08,"Specialist Solutions Architect III, AI/M...",Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=e7b3efd1e779a4dd,Mindshare | Analytics Senior Manager,Mindshare 서울,,
https://kr.indeed.com/viewjob?jk=e4526d75d18b3635,[경력] 빅데이터 및 데이터분석 컨설팅 - Digital 본부,삼정 KPMG 3.2 서울 강남구,,
https://kr.indeed.com/viewjob?jk=9ebdf72100457715,리서치분야 경력직,케이지제로인 대한민국,,
https://kr.indeed.com/viewjob?jk=072e19aecc5926bb,[메가존] 2020년 상반기 구글클라우드 직무별,메가존 서울 강남구,,
https://kr.indeed.com/viewjob?jk=61ecdc0ef3cfb66a,[경력] 빅데이터 플랫폼 엔지니어,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=ad1bf1198b168944,"[해외취업] 베리텍, 시스템개발자/응용프로그래머",에임하이글로벌 대한민국,"연봉 32,510,000원 - 65,030,000원",
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=35d7ed4451724d19,파생퀀트/ IT퀀트 경력직 ( ~시 까지),유안타증권 대한민국,,
https://kr.indeed.com/viewjob?jk=37127548f83bb7f7,[Search & Clova] 네이버 웹검색 연구/개발 경력사원,네이버 대한민국,,
https://kr.indeed.com/viewjob?jk=e89c0233481feb17,Python 웹프로그램 엔지니어,이진솔루션 인천 서구,"연봉 24,000,000원",
https://kr.indeed.com/viewjob?jk=ae15250b0a7f47e0,데이터 엔지니어,크로스앵글 서울 여의도,,
https://kr.indeed.com/viewjob?jk=1f7f2b48cf91125b,DBA담당자,해커스 서울 강남구,,
https://kr.indeed.com/viewjob?jk=8657ecd975acd2f4,[해외취업] AI 엔지니어,株式会社ASCOM 대한민국,,
https://kr.indeed.com/viewjob?jk=1a0fc032fa7d6866,"Sales Engineer (Pre-Sales), Korea",Recorded Future 서울,,
https://kr.indeed.com/viewjob?jk=fbbf7d68c624426f,"[해외취업] 누리누비, 시스템개발자/응용프로그래머",에임하이글로벌 대한민국,"연봉 32,520,000원 - 65,030,000원",
https://kr.indeed.com/viewjob?jk=3e06cf372a8c1681,Platform/BSP SW APPS Engineering - Sr. E...,Qualcomm 4.1 서울,,
https://kr.indeed.com/viewjob?jk=a8ed60198075d112,Application Backend Developer,BOEING 서울,,
https://kr.indeed.com/viewjob?jk=ed8f2d4e613fb977,[던전앤파이터] 2D/3D 그래픽 기술개발 부문 (TA/엔진프로그래머/툴...,네오플 서울 강남구,,
https://kr.indeed.com/viewjob?jk=5f7da090abe24e91,리서치센터 RA,신한금융투자 대한민국,,
https://kr.indeed.com/viewjob?jk=67ca30c143379281,Data Scientist III,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=1748baa27965fdbf,"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터 대전 중구,,
https://kr.indeed.com/viewjob?jk=7bf179a290a157b2,경험최적화파트 - 머신러닝 엔지니어,Nexon 성남 분당구,,
https://kr.indeed.com/viewjob?jk=a50fce6cc2cb57c9,자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트 서울 충정로역,,
https://kr.indeed.com/viewjob?jk=3d63c9544de89d94,Oracle Linux and Oracle VM Product Suppo...,Oracle 3.8 서울,,
https://kr.indeed.com/viewjob?jk=b574f1454ae36aab,Cross Border Ecommerce - Business Intell...,Shopee 서울,,
https://kr.indeed.com/viewjob?jk=533b48ae7ceee2ca,(주)웨이브웨어 2020 년도 신입사원 (개발자),웨이브웨어 대전 유성구,"연봉 25,000,000원 - 30,000,000원",
https://kr.indeed.com/viewjob?jk=1a5cda61b51c21b7,SAP Architect,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=703240f1af245dde,Cloud Storage Architect 국내 IT 대기업,국내 IT 대기업 서울특별시,,
https://kr.indeed.com/viewjob?jk=4d904be195e1682c,프로그램개발자(JAVA/HTML5/PowerBuilder/앱/.NET/P...,케이에스피소프트 서울 금천구,,
https://kr.indeed.com/viewjob?jk=3e2a310c9dd0f693,[멜론] 빅데이터 서비스 개발자,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=136e1bb840e185c2,Controller (Data Science),Continental 4.0 대한민국,,
https://kr.indeed.com/viewjob?jk=530a598184580c95,데스크탑 가상화(VDI) 엔지니어,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=bfb1ea205bbeec5b,"빅데이터, 인공지능(AI) 외 신입/경력 정규직",해라소프트웨어 대한민국,,
https://kr.indeed.com/viewjob?jk=68ee194a9d487aac,Data Engineer,고도소프트 서울 구로구,,
https://kr.indeed.com/viewjob?jk=c575059d6cf550f3,직원 (연구/기술/행정직),포항공대가속기연구소 포항 남구,,
https://kr.indeed.com/viewjob?jk=d96782b26b3d601b,2020년 각 부문별,청담러닝 서울 강남구,,
https://kr.indeed.com/viewjob?jk=53a2e2f6154d9cff,연금운용파트,디지비자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=d017610d9828199c,"드론 데이터 스타트업, 엔젤스윙 엔지니어",엔젤스윙 서울 관악구,,
https://kr.indeed.com/viewjob?jk=05ada0ec7f259bfd,경영지원본부 정보기술팀 경력직,아이비케이자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=a25a53590b994d6a,[펜타시큐리티/아우토크립트] 응용 소프트웨어 개발자,펜타시큐리티시스템 서울 영등포구,,
https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2,분석실 - 베이지안 분석 전문가,Nexon 성남 분당구,,
https://kr.indeed.com/viewjob?jk=be13b04c13e82229,기술개발 팀장 (고연봉/정규직),스탠월드코리아 서울 강남구,"연봉 60,000,000원 - 70,000,000원",
https://kr.indeed.com/viewjob?jk=66df90351d0897e2,파생운용실 전문계약직,하나금융투자 대한민국,,
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,
https://kr.indeed.com/viewjob?jk=7c1737fbadab9ad4,리스크관리본부 리스크관리팀,이스트스프링자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=85929aac498299cc,데이터 사이언스 전문가 및 머신러닝 전문가,카카오 4.2 성남 판교역,,
https://kr.indeed.com/viewjob?jk=f044d9361c664f80,Technical Trainer - Amazon Web Services,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=b51ca785a45edf17,Senior Specialist Consultant - AI/ML,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=55dbae449417c19d,RAS Power Marketing Analytics Lead for P...,Siemens AG 4.0 서울,,
https://kr.indeed.com/viewjob?jk=8b29e16a2f9665f2,"Principal, Strategic Planning",Coupang 3.0 서울,,
https://kr.indeed.com/viewjob?jk=6f88041c28b6c1ae,한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루 서울 봉천동,,
https://kr.indeed.com/viewjob?jk=32f06486dc059c80,[대기업금융사] 자연어처리/텍스트분석 박사학위 소지자,FN executive search 서울,,
https://kr.indeed.com/viewjob?jk=62d8726bc5e89cf8,"딥러닝, 인공지능(AI) 외 경력 정규직",블록체인씨앤에스 서울 성동구,,
https://kr.indeed.com/viewjob?jk=48492e2d96cd1faa,[공통기술부문] DBA,우아한 형제들 서울 송파구,,
https://kr.indeed.com/viewjob?jk=290c0ba6000fa4a5,대기업 영상보안 네트워크 프로토콜 SW 개발 정규직,인파트너스 서울 서초구,"연봉 60,000,000원 - 70,000,000원",
https://kr.indeed.com/viewjob?jk=8bffa73ce837a7ed,JAVA기반 응용SW개발자 양성과정 훈련교사,중앙직업전문학교 대구 중구,,
https://kr.indeed.com/viewjob?jk=d6a2c8d60ad1662c,SW전문위원(20년 이상) 및 해외영업 과차장급 컨설턴트(경력 7년 이상...,한국컨설팅산업협회 서울 강남구,,
https://kr.indeed.com/viewjob?jk=8fc5722cb9223fea,Solutions Architect III - AWS Korea,Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=ea7a7ab6e15151c1,WaveBridge BackEnd Developer 경력직,웨이브릿지 서울 강남구,,
https://kr.indeed.com/viewjob?jk=49335253c9d14ed4,Software Engineer,Nexon 성남 분당구,,
https://kr.indeed.com/viewjob?jk=de3e0351f0b9d2df,2020 상반기 - 정보기획팀 팀원,재단법인 아름다운가게 서울 중구,"월급 2,100,000원",
https://kr.indeed.com/viewjob?jk=61f77867c101a6fe,교보악사자산운용 해외투자 사원,교보악사자산운용 대한민국,,
https://kr.indeed.com/viewjob?jk=ab157cc80acdbe96,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원 광주 북구,,
https://kr.indeed.com/viewjob?jk=100bfdb71c3c4fde,모바일앱 분석툴 유저해빗 웹개발자,유저해빗 서울 마포구,,
https://kr.indeed.com/viewjob?jk=f6fe4d192f210bc7,퀀트 개발자 (Quant Developer),ATZ Inc. 서울,"연봉 30,000,000원 - 40,000,000원",
https://kr.indeed.com/viewjob?jk=5f778071e9ca60ed,"[해외취업] Yi INC- IT 프로그래머, web개발 엔지니어, Jav...",Yi INC. (Yi株式会社) 대한민국,,
https://kr.indeed.com/viewjob?jk=5f3b7800e776da58,Senior Business Analysis (Strategic Plan...,Coupang 3.0 서울,,
https://kr.indeed.com/viewjob?jk=b1c3eb81019bdae3,IT보안기술 개발자 모집(신입/경력),펜타시큐리티시스템 서울 여의도,,
https://kr.indeed.com/viewjob?jk=f34f7c6f50d73db5,"IT기술지원, S/W 엔지니어 신입/경력 정규직, 계약직",퓨처피플 안양 동안구,,
https://kr.indeed.com/viewjob?jk=7b96b63ac704d98a,AI Scientist - Symbolic AI (Natural Lang...,MIND AI 서울,"연봉 60,000,000원 - 100,000,000원",
https://kr.indeed.com/viewjob?jk=81acb0a951cdde98,파이썬/자바스크립트 경력 정규직,디노플러스 서울 강남구,,
https://kr.indeed.com/viewjob?jk=40454c3ae7eb142d,Data Scientist,Tapjoy 서울,,
https://kr.indeed.com/viewjob?jk=56fce3a492ad940b,서버개발(응용프로그램개발) 정직원,인포카 서울 성북구,"연봉 30,000,000원",
https://kr.indeed.com/viewjob?jk=1c90165f772bc595,"Principal, Data Scientist(SCM)",Coupang 3.0 서울,,
https://kr.indeed.com/viewjob?jk=6863b8ecbee9cb28,Big Data Engineer,휴먼디지털 서울,,
https://kr.indeed.com/viewjob?jk=f7b3c8657e731980,데이터 분석/자연어 처리 파이썬(Python) 개발자,윕스 서울 마포구,,
https://kr.indeed.com/viewjob?jk=d498993697237b33,AI(인공지능) 개발자,휴먼디지털 서울,,
https://kr.indeed.com/viewjob?jk=e36af236652e8e9d,Data Analyst (CRM),Coupang 3.0 서울,,
https://kr.indeed.com/viewjob?jk=7a837beac7ac8bcd,"Partner Solutions Architect III, Analyti...",Amazon Web Services Korea LLC 서울,,
https://kr.indeed.com/viewjob?jk=97cbec2398519f10,[링크업] 글로벌 ERP회사인 Odoo 웹 개발자.,링크업 서울 마포구,"연봉 35,000,000원",
https://kr.indeed.com/viewjob?jk=67503f27b0365593,인간중심 지능형 시스템 연구실 시간제 연구원,광주과학기술원 광주 북구,,
https://kr.indeed.com/viewjob?jk=2a1d77bd91952093,(주)엘솔루 개발자,㈜엘솔루 서울,,
